student_id,name,gender,grade,subject,marks,attendance_%,study_hours_per_week,test_preparation,parental_education
STU1258,Zara Reddy,Male,12,Science,70.8,92.3,2.9,None,Master's
STU1256,Kabir Singh,Male,10,English,38.3,77.7,0.0,Regular,High School
STU1204,Kiara Mehta,Female,10,Science,85.7,100.0,4.3,None,Bachelor's
STU1226,Riya Patel,Female,10,Computer Science,80.9,80.9,4.3,Regular,Bachelor's
STU1152,Ananya Sharma,Male,9,Mathematics,65.6,67.2,3.2,Regular,Bachelor's
STU1014,Krishna Joshi,Male,10,Computer Science,85.0,99.1,6.0,Regular,Bachelor's
STU1171,Ishaan Chopra,Female,9,Social Studies,73.0,92.5,3.2,Regular,Master's
STU1104,Myra Rao,Female,10,English,72.4,99.8,2.2,Occasional,Bachelor's
STU1067,Aditya Joshi,Male,10,Mathematics,69.6,78.9,5.4,Regular,Bachelor's
STU1113,Ishaan Sharma,Female,9,Computer Science,76.7,82.6,3.9,Regular,PhD
STU1118,Diya Gupta,Female,9,Mathematics,89.0,78.0,5.0,Regular,Bachelor's
STU1017,Aarav Singh,Female,10,Social Studies,54.8,71.2,3.5,Regular,Master's
STU1147,Aditya Singh,Female,11,Science,97.6,96.6,0.0,Occasional,Bachelor's
STU1043,Kiara Joshi,Female,10,English,70.9,78.2,3.9,Regular,High School
STU1275,Vihaan Nair,Male,11,English,92.5,99.4,3.8,Regular,PhD
STU1034,Anika Verma,Female,10,Social Studies,89.1,79.6,4.0,Occasional,Bachelor's
STU1276,Reyansh Chopra,Male,11,Social Studies,77.6,54.6,4.3,Occasional,Master's
STU1044,Arjun Kapoor,Male,11,Science,82.2,85.6,2.3,None,Bachelor's
STU1063,Neha Patel,Male,11,Computer Science,87.8,81.3,6.4,None,High School
STU1261,Aarohi Reddy,Female,9,Computer Science,62.3,65.1,1.4,Occasional,Bachelor's
STU1269,Krishna Rao,Female,12,Mathematics,85.5,96.1,2.2,None,High School
STU1160,Ishaan Kapoor,Female,12,English,100.0,92.8,3.5,None,PhD
STU1053,Sai Nair,Female,9,Science,69.5,72.8,1.1,Occasional,Bachelor's
STU1001,Diya Kumar,Male,11,Science,66.4,74.1,0.1,None,Bachelor's
STU1287,Priya Singh,Female,9,Social Studies,72.1,78.6,4.1,None,Bachelor's
STU1027,Rohan Rao,Male,11,Social Studies,68.5,100.0,1.9,None,Bachelor's
STU1032,Aditya Nair,Male,9,Social Studies,77.6,100.0,2.3,None,Master's
STU1247,Anika Iyer,Male,9,English,74.9,73.4,1.7,None,Master's
STU1118,Diya Gupta,Female,9,Computer Science,77.7,78.0,5.0,Regular,Bachelor's
STU1283,Diya Desai,Male,10,Computer Science,87.0,79.5,2.1,Occasional,Bachelor's
STU1265,Aadhya Patel,Male,10,English,100.0,93.0,6.1,None,Master's
STU1255,Simran Joshi,Male,11,Computer Science,66.1,95.2,4.3,Regular,High School
STU1285,Tanvi Gupta,Female,9,Computer Science,77.0,78.0,3.7,None,High School
STU1104,Myra Rao,Female,10,Social Studies,78.2,99.8,2.2,Occasional,Bachelor's
STU1191,Riya Nair,Male,9,Mathematics,65.5,92.6,1.3,Occasional,Master's
STU1163,Neha Kapoor,Male,11,Science,87.5,78.6,2.3,Occasional,PhD
STU1115,Krishna Rao,Male,10,Social Studies,66.4,72.1,2.5,Regular,PhD
STU1248,Priya Mehta,Female,12,English,51.5,76.5,1.0,None,Bachelor's
STU1003,Rohan Iyer,Female,9,Computer Science,83.2,93.9,0.0,Regular,PhD
STU1227,Kabir Kapoor,Female,12,Social Studies,73.5,100.0,4.3,Occasional,High School
STU1126,Sai Desai,Female,12,Social Studies,77.7,100.0,6.9,None,Bachelor's
STU1152,Ananya Sharma,Male,9,English,67.4,67.2,3.2,Regular,Bachelor's
STU1123,Aditya Rao,Male,10,Social Studies,85.7,99.0,4.1,Occasional,Bachelor's
STU1267,Myra Gupta,Female,10,Mathematics,74.2,61.2,3.2,None,Bachelor's
STU1131,Meera Verma,Female,10,Mathematics,96.6,100.0,3.6,Regular,Bachelor's
STU1217,Ananya Desai,Female,9,Mathematics,59.4,63.2,4.7,None,Bachelor's
STU1187,Kabir Chopra,Female,11,Science,79.9,77.9,2.4,None,Master's
STU1027,Rohan Rao,Male,11,English,77.6,100.0,1.9,None,Bachelor's
STU1111,Arjun Chopra,Female,9,English,77.0,80.3,2.9,Occasional,High School
STU1246,Aryan Chopra,Male,9,Science,85.9,82.8,4.2,None,Bachelor's
STU1176,Aditya Chopra,Male,9,Science,85.4,83.7,6.5,Occasional,High School
STU1172,Yash Singh,Male,12,Social Studies,73.6,68.6,5.4,None,Master's
STU1270,Vivaan Joshi,Male,12,English,96.4,98.1,6.5,None,Bachelor's
STU1073,Sai Singh,Male,12,Social Studies,90.4,89.9,4.3,Regular,Bachelor's
STU1282,Ishaan Singh,Female,12,Computer Science,71.3,85.7,4.5,None,Bachelor's
STU1190,Ishaan Desai,Female,10,Computer Science,94.1,100.0,2.9,Regular,Bachelor's
STU1065,Ira Singh,Female,11,English,82.2,85.3,2.4,Occasional,PhD
STU1063,Neha Patel,Male,11,English,84.6,81.3,6.4,None,High School
STU1228,Simran Iyer,Female,10,Computer Science,74.4,75.7,3.3,Occasional,PhD
STU1221,Dev Desai,Female,11,Computer Science,61.7,64.0,5.5,Regular,High School
STU1105,Reyansh Sharma,Male,12,Social Studies,56.8,76.8,3.9,None,Bachelor's
STU1105,Reyansh Sharma,Male,12,Science,59.8,76.8,3.9,None,Bachelor's
STU1017,Aarav Singh,Female,10,English,61.0,71.2,3.5,Regular,Master's
STU1095,Krishna Kapoor,Female,10,Computer Science,73.5,92.5,3.1,Occasional,Master's
STU1067,Aditya Joshi,Male,10,Social Studies,63.7,78.9,5.4,Regular,Bachelor's
STU1151,Saanvi Rao,Female,10,English,86.5,81.4,4.0,None,High School
STU1131,Meera Verma,Female,10,English,97.7,100.0,3.6,Regular,Bachelor's
STU1029,Aarav Nair,Female,10,Social Studies,63.0,83.3,1.8,Occasional,Bachelor's
STU1243,Aarohi Singh,Male,11,English,98.4,71.4,1.8,None,Master's
STU1277,Riya Patel,Male,12,Social Studies,85.9,82.2,1.6,Occasional,High School
STU1005,Aditya Mehta,Female,10,Social Studies,62.0,89.3,1.3,Occasional,Master's
STU1049,Arjun Chopra,Male,12,Science,78.9,100.0,2.7,Occasional,Master's
STU1073,Sai Singh,Male,12,Mathematics,97.9,89.9,4.3,Regular,Bachelor's
STU1289,Myra Reddy,Male,9,Social Studies,81.3,75.0,5.9,None,Bachelor's
STU1176,Aditya Chopra,Male,9,Mathematics,82.2,83.7,6.5,Occasional,High School
STU1226,Riya Patel,Female,10,Science,77.9,80.9,4.3,Regular,Bachelor's
STU1039,Ananya Desai,Female,9,Social Studies,71.9,74.5,4.3,None,Master's
STU1232,Sai Singh,Female,9,Computer Science,74.9,78.5,2.4,Regular,High School
STU1185,Ira Patel,Female,12,English,81.5,93.1,4.2,None,Bachelor's
STU1080,Zara Kapoor,Male,9,Computer Science,70.9,66.0,4.2,None,Bachelor's
STU1159,Arjun Iyer,Female,11,English,85.4,64.7,3.3,Occasional,High School
STU1096,Aadhya Verma,Female,11,Social Studies,84.2,100.0,3.0,Regular,Bachelor's
STU1031,Arjun Patel,Female,9,Social Studies,100.0,77.6,5.4,Occasional,Master's
STU1063,Neha Patel,Male,11,Mathematics,89.4,81.3,6.4,None,High School
STU1051,Priya Kumar,Female,11,Science,94.4,83.9,1.4,Regular,Master's
STU1001,Diya Kumar,Male,11,English,58.9,74.1,0.1,None,Bachelor's
STU1238,Ira Verma,Male,12,Social Studies,87.5,67.5,4.8,Occasional,PhD
STU1076,Zara Nair,Male,10,Computer Science,80.2,87.3,2.7,None,PhD
STU1035,Aarohi Mehta,Female,12,English,68.5,71.2,3.2,Occasional,High School
STU1150,Vihaan Kapoor,Male,11,Computer Science,84.7,75.2,3.8,Occasional,Bachelor's
STU1062,Aryan Nair,Female,9,Computer Science,77.4,86.7,1.3,Regular,High School
STU1071,Ishaan Singh,Male,11,English,81.8,91.5,3.8,Regular,High School
STU1059,Ishaan Reddy,Female,11,Social Studies,95.8,88.6,6.4,None,Bachelor's
STU1091,Yash Desai,Male,10,Mathematics,81.9,76.2,4.1,Occasional,High School
STU1108,Aadhya Reddy,Female,9,Social Studies,65.0,89.2,2.1,Occasional,High School
STU1132,Rohan Verma,Female,12,English,76.4,97.0,2.0,Regular,Bachelor's
STU1119,Aryan Reddy,Male,9,Science,86.8,83.9,4.4,None,PhD
STU1275,Vihaan Nair,Male,11,Science,95.8,99.4,3.8,Regular,PhD
STU1181,Reyansh Sharma,Male,12,Mathematics,69.7,81.2,1.2,Regular,Bachelor's
STU1105,Reyansh Sharma,Male,12,English,51.5,76.8,3.9,None,Bachelor's
STU1251,Priya Kumar,Male,10,English,80.0,,2.8,None,Bachelor's
STU1031,Arjun Patel,Female,9,Computer Science,96.0,,5.4,Occasional,Master's
STU1187,Kabir Chopra,Female,11,Mathematics,79.2,77.9,2.4,None,Master's
STU1072,Priya Verma,Female,9,Mathematics,53.1,87.7,2.6,Regular,High School
STU1264,Yash Reddy,Female,9,Social Studies,97.6,87.9,6.9,Regular,High School
STU1040,Neha Sharma,Male,12,English,85.0,69.3,5.9,Occasional,Bachelor's
STU1183,Anika Chopra,Female,9,Mathematics,79.5,70.5,5.3,None,Bachelor's
STU1155,Sai Sharma,Male,12,English,83.3,71.6,5.6,Regular,High School
STU1022,Simran Iyer,Female,12,English,86.6,100.0,2.4,Occasional,Bachelor's
STU1178,Ishaan Kapoor,Female,10,Social Studies,62.2,83.1,1.5,Regular,High School
STU1061,Vivaan Mehta,Female,11,English,97.2,82.3,6.1,None,High School
STU1170,Zara Kumar,Male,12,Science,72.1,86.7,2.7,None,Master's
STU1084,Priya Desai,Male,11,English,75.0,87.5,2.8,None,Bachelor's
STU1181,Reyansh Sharma,Male,12,Science,71.1,81.2,1.2,Regular,Bachelor's
STU1248,Priya Mehta,Female,12,Mathematics,58.1,76.5,1.0,None,Bachelor's
STU1189,Simran Verma,Male,10,Social Studies,71.0,65.9,2.6,Regular,Bachelor's
STU1091,Yash Desai,Male,10,Computer Science,85.8,76.2,4.1,Occasional,High School
STU1196,Rohan Kumar,Male,12,Social Studies,64.1,85.9,1.1,Regular,High School
STU1259,Zara Joshi,Male,10,Social Studies,89.0,95.7,2.9,None,Bachelor's
STU1242,Kabir Singh,Male,10,English,92.9,93.6,3.0,Occasional,Bachelor's
STU1184,Ananya Singh,Male,9,English,79.8,96.5,2.1,None,Bachelor's
STU1089,Rohan Mehta,Female,9,Computer Science,89.5,100.0,1.2,None,Bachelor's
STU1239,Simran Mehta,Male,10,Science,84.4,92.7,3.1,Regular,High School
STU1135,Kiara Kapoor,Female,10,Computer Science,72.9,77.3,1.0,Occasional,High School
STU1138,Vivaan Reddy,Male,12,English,82.6,74.9,4.5,Regular,High School
STU1199,Vivaan Kapoor,Male,9,Computer Science,69.9,66.6,1.1,None,Bachelor's
STU1016,Simran Rao,Female,10,Mathematics,96.0,97.6,5.4,None,Master's
STU1262,Rohan Desai,Male,10,English,85.5,88.9,5.4,None,High School
STU1268,Arjun Joshi,Female,12,Social Studies,92.5,77.5,4.9,Occasional,Bachelor's
STU1156,Meera Desai,Male,10,English,57.9,97.9,2.8,None,High School
STU1043,Kiara Joshi,Female,10,Mathematics,58.7,78.2,3.9,Regular,High School
STU1253,Saanvi Singh,Female,11,Science,76.6,82.7,3.0,Regular,Master's
STU1006,Rohan Mehta,Male,11,Mathematics,88.6,97.5,0.9,Occasional,High School
STU1048,Kiara Desai,Male,9,English,67.6,88.0,3.8,None,Bachelor's
STU1299,Kiara Desai,Female,11,Computer Science,67.8,74.0,3.1,Occasional,Bachelor's
STU1128,Neha Iyer,Male,10,Science,71.8,73.6,1.8,Regular,High School
STU1139,Aryan Sharma,Male,12,Science,75.2,74.2,6.2,Regular,Bachelor's
STU1041,Vivaan Joshi,Female,11,Computer Science,70.5,80.7,3.0,Occasional,PhD
STU1167,Aadhya Iyer,Male,12,Mathematics,100.0,76.7,6.7,Occasional,High School
STU1154,Reyansh Iyer,Male,12,Mathematics,85.5,90.2,3.2,Occasional,Master's
STU1150,Vihaan Kapoor,Male,11,English,89.6,75.2,3.8,Occasional,Bachelor's
STU1261,Aarohi Reddy,Female,9,Social Studies,65.6,65.1,1.4,Occasional,Bachelor's
STU1087,Kiara Sharma,Male,10,Mathematics,83.8,78.4,6.0,Regular,Master's
STU1263,Tanvi Iyer,Female,10,Mathematics,100.0,87.2,6.9,Occasional,High School
STU1281,Anika Mehta,Male,9,English,67.2,73.9,0.0,Regular,Master's
STU1219,Krishna Sharma,Male,11,English,81.6,96.8,4.3,Occasional,High School
STU1274,Vihaan Sharma,Female,11,Mathematics,73.4,81.9,2.1,None,Bachelor's
STU1137,Zara Kapoor,Male,11,Social Studies,77.1,87.0,4.1,Regular,High School
STU1110,Reyansh Singh,Male,9,Science,72.0,67.2,5.2,Occasional,Bachelor's
STU1108,Aadhya Reddy,Female,9,Computer Science,59.1,89.2,2.1,Occasional,High School
STU1209,Dev Desai,Female,11,English,63.3,86.4,4.6,None,High School
STU1210,Aarav Chopra,Female,10,Computer Science,81.4,96.1,4.1,Occasional,Bachelor's
STU1173,Diya Desai,Male,10,Science,64.5,82.3,1.7,None,High School
STU1224,Kiara Singh,Female,10,Science,100.0,90.7,5.2,None,Bachelor's
STU1080,Zara Kapoor,Male,9,Social Studies,71.3,66.0,4.2,None,Bachelor's
STU1296,Aditya Joshi,Female,9,Social Studies,96.1,89.1,3.3,Occasional,High School
STU1072,Priya Verma,Female,9,English,53.7,87.7,2.6,Regular,High School
STU1054,Dev Gupta,Male,12,Science,76.4,78.4,2.5,None,Master's
STU1093,Aarav Kumar,Male,12,Science,85.6,77.7,5.2,None,Master's
STU1268,Arjun Joshi,Female,12,Mathematics,88.9,77.5,4.9,Occasional,Bachelor's
STU1220,Saanvi Reddy,Female,10,Computer Science,95.6,95.7,4.6,Regular,Master's
STU1195,Vivaan Kapoor,Male,11,Mathematics,94.6,98.4,5.7,Occasional,PhD
STU1055,Aarav Singh,Male,11,English,69.7,95.0,3.9,None,PhD
STU1267,Myra Gupta,Female,10,Social Studies,81.1,61.2,3.2,None,Bachelor's
STU1285,Tanvi Gupta,Female,9,Mathematics,78.0,78.0,3.7,None,High School
STU1250,Zara Rao,Female,10,Science,91.3,100.0,2.6,Occasional,High School
STU1088,Neha Iyer,Female,11,Science,80.4,84.0,4.2,None,High School
STU1198,Kiara Verma,Female,9,English,79.3,97.2,5.6,Occasional,High School
STU1157,Saanvi Verma,Male,10,Science,89.5,97.7,4.2,Regular,High School
STU1232,Sai Singh,Female,9,Mathematics,77.9,78.5,2.4,Regular,High School
STU1088,Neha Iyer,Female,11,English,78.4,84.0,4.2,None,High School
STU1059,Ishaan Reddy,Female,11,Computer Science,99.6,88.6,6.4,None,Bachelor's
STU1235,Myra Patel,Female,10,Computer Science,84.3,99.1,3.1,Occasional,Bachelor's
STU1075,Aarohi Kumar,Male,12,Mathematics,83.1,100.0,0.8,Occasional,High School
STU1205,Kabir Chopra,Male,9,English,72.6,86.6,3.2,Occasional,High School
STU1224,Kiara Singh,Female,10,Social Studies,100.0,90.7,5.2,None,Bachelor's
STU1234,Riya Iyer,Male,9,Computer Science,84.5,78.0,0.0,None,High School
STU1198,Kiara Verma,Female,9,Social Studies,78.3,97.2,5.6,Occasional,High School
STU1094,Aarav Singh,Female,10,English,57.0,67.5,5.5,Occasional,Bachelor's
STU1177,Saanvi Gupta,Male,9,Mathematics,70.6,100.0,4.5,Occasional,Master's
STU1112,Tanvi Joshi,Male,9,Social Studies,68.7,73.8,3.5,None,Master's
STU1272,Ananya Desai,Male,10,English,68.9,84.2,2.0,None,Master's
STU1150,Vihaan Kapoor,Male,11,Mathematics,86.4,75.2,3.8,Occasional,Bachelor's
STU1077,Reyansh Chopra,Male,9,Social Studies,84.6,93.8,2.6,Occasional,High School
STU1004,Tanvi Mehta,Female,9,English,,95.7,4.5,Occasional,High School
STU1165,Sai Mehta,Female,10,Social Studies,73.7,90.1,4.6,Occasional,Master's
STU1024,Anika Sharma,Male,12,Computer Science,95.8,79.7,6.3,Regular,High School
STU1084,Priya Desai,Male,11,Social Studies,69.5,87.5,2.8,None,Bachelor's
STU1154,Reyansh Iyer,Male,12,Social Studies,95.8,90.2,3.2,Occasional,Master's
STU1269,Krishna Rao,Female,12,Social Studies,85.0,96.1,2.2,None,High School
STU1094,Aarav Singh,Female,10,Mathematics,78.8,67.5,5.5,Occasional,Bachelor's
STU1144,Aarohi Kapoor,Female,11,Science,77.8,100.0,4.1,Occasional,High School
STU1262,Rohan Desai,Male,10,Social Studies,77.5,88.9,5.4,None,High School
STU1252,Myra Patel,Male,9,Computer Science,69.9,81.0,3.6,Occasional,PhD
STU1028,Neha Desai,Female,9,English,86.3,98.7,0.0,Regular,High School
STU1010,Sai Reddy,Male,11,Mathematics,74.0,96.1,2.6,None,High School
STU1280,Ira Nair,Male,9,English,80.4,85.1,3.9,None,Bachelor's
STU1209,Dev Desai,Female,11,Social Studies,80.4,86.4,4.6,None,High School
STU1124,Dev Iyer,Female,12,Social Studies,99.3,92.1,5.3,None,Bachelor's
STU1218,Meera Sharma,Female,9,Mathematics,82.2,81.5,0.3,Occasional,Master's
STU1016,Simran Rao,Female,10,Science,95.7,97.6,5.4,None,Master's
STU1140,Tanvi Sharma,Female,11,Social Studies,82.3,97.2,6.0,Occasional,High School
STU1096,Aadhya Verma,Female,11,English,84.0,100.0,3.0,Regular,Bachelor's
STU1064,Arjun Reddy,Female,10,Science,82.2,93.8,4.0,Occasional,PhD
STU1250,Zara Rao,Female,10,Social Studies,100.0,100.0,2.6,Occasional,High School
STU1101,Zara Kumar,Female,12,Mathematics,62.7,67.8,0.5,Occasional,High School
STU1285,Tanvi Gupta,Female,9,Social Studies,75.2,78.0,3.7,None,High School
STU1168,Aryan Reddy,Male,11,Science,71.4,79.9,0.0,Regular,Bachelor's
STU1013,Kabir Iyer,Female,12,Science,87.5,90.0,4.9,Occasional,Master's
STU1273,Neha Rao,Male,10,Social Studies,60.5,78.2,0.0,None,High School
STU1184,Ananya Singh,Male,9,Science,94.6,96.5,2.1,None,Bachelor's
STU1265,Aadhya Patel,Male,10,Computer Science,96.2,93.0,6.1,None,Master's
STU1160,Ishaan Kapoor,Female,12,Science,84.3,92.8,3.5,None,PhD
STU1171,Ishaan Chopra,Female,9,Science,84.1,92.5,3.2,Regular,Master's
STU1006,Rohan Mehta,Male,11,Science,78.7,97.5,0.9,Occasional,High School
STU1159,Arjun Iyer,Female,11,Mathematics,77.0,64.7,3.3,Occasional,High School
STU1083,Sai Kumar,Female,9,English,94.3,93.4,5.2,Occasional,High School
STU1126,Sai Desai,Female,12,English,67.4,100.0,6.9,None,Bachelor's
STU1215,Priya Iyer,Male,11,English,85.7,76.4,4.6,Occasional,Bachelor's
STU1012,Ishaan Kumar,Male,11,Computer Science,83.1,99.6,4.6,None,Master's
STU1027,Rohan Rao,Male,11,Computer Science,77.8,100.0,1.9,None,Bachelor's
STU1242,Kabir Singh,Male,10,Mathematics,90.6,93.6,3.0,Occasional,Bachelor's
STU1278,Aryan Verma,Female,11,Social Studies,100.0,100.0,4.3,Occasional,Bachelor's
STU1015,Arjun Singh,Male,9,English,64.3,73.6,4.4,Occasional,Bachelor's
STU1098,Yash Sharma,Female,9,Science,80.4,91.6,3.5,Regular,High School
STU1269,Krishna Rao,Female,12,English,85.4,96.1,2.2,None,High School
STU1228,Simran Iyer,Female,10,Mathematics,63.9,75.7,3.3,Occasional,PhD
STU1106,Priya Iyer,Female,11,English,82.0,100.0,4.2,Occasional,High School
STU1013,Kabir Iyer,Female,12,Mathematics,85.6,90.0,4.9,Occasional,Master's
STU1253,Saanvi Singh,Female,11,Mathematics,87.3,82.7,3.0,Regular,Master's
STU1182,Arjun Joshi,Male,9,English,91.7,89.1,2.1,None,Bachelor's
STU1252,Myra Patel,Male,9,Mathematics,69.2,81.0,3.6,Occasional,PhD
STU1059,Ishaan Reddy,Female,11,Science,100.0,88.6,6.4,None,Bachelor's
STU1118,Diya Gupta,Female,9,Science,82.2,78.0,5.0,Regular,Bachelor's
STU1083,Sai Kumar,Female,9,Computer Science,98.0,93.4,5.2,Occasional,High School
STU1153,Diya Verma,Female,11,English,71.5,80.7,5.4,Occasional,Bachelor's
STU1087,Kiara Sharma,Male,10,Social Studies,81.8,78.4,6.0,Regular,Master's
STU1052,Kabir Rao,Male,11,Science,88.6,85.9,5.0,None,Bachelor's
STU1195,Vivaan Kapoor,Male,11,English,100.0,98.4,5.7,Occasional,PhD
STU1144,Aarohi Kapoor,Female,11,Computer Science,75.7,100.0,4.1,Occasional,High School
STU1278,Aryan Verma,Female,11,Science,95.9,100.0,4.3,Occasional,Bachelor's
STU1056,Dev Gupta,Female,11,Science,72.7,90.9,2.6,Occasional,Bachelor's
STU1125,Vihaan Kapoor,Male,9,Science,86.1,90.8,4.9,None,Bachelor's
STU1206,Dev Kumar,Male,9,Computer Science,61.5,91.6,4.4,None,Bachelor's
STU1255,Simran Joshi,Male,11,Science,71.8,95.2,4.3,Regular,High School
STU1290,Myra Joshi,Male,11,Computer Science,89.4,86.1,0.8,None,High School
STU1037,Arjun Kumar,Female,10,Social Studies,61.0,70.4,2.6,None,Master's
STU1241,Zara Gupta,Female,9,Social Studies,58.1,89.2,2.4,Regular,Bachelor's
STU1050,Krishna Patel,Male,10,Science,77.6,71.5,4.0,Occasional,PhD
STU1116,Aarohi Desai,Female,12,Social Studies,86.5,83.6,3.1,Regular,High School
STU1207,Aryan Nair,Female,11,Computer Science,88.7,80.3,3.5,Regular,Master's
STU1271,Saanvi Kumar,Male,10,Computer Science,84.6,92.5,3.8,Regular,High School
STU1194,Riya Singh,Female,9,Mathematics,62.4,71.8,1.7,None,Bachelor's
STU1102,Aadhya Iyer,Female,9,Computer Science,72.5,72.8,2.5,None,Master's
STU1185,Ira Patel,Female,12,Social Studies,83.1,93.1,4.2,None,Bachelor's
STU1190,Ishaan Desai,Female,10,Social Studies,100.0,100.0,2.9,Regular,Bachelor's
STU1284,Aryan Patel,Female,10,Science,82.8,94.9,2.4,Occasional,High School
STU1141,Anika Gupta,Male,10,Science,72.6,83.4,5.5,Occasional,Bachelor's
STU1097,Aadhya Joshi,Male,11,English,96.2,88.1,7.7,Occasional,Bachelor's
STU1132,Rohan Verma,Female,12,Social Studies,81.1,97.0,2.0,Regular,Bachelor's
STU1227,Kabir Kapoor,Female,12,Computer Science,78.0,100.0,4.3,Occasional,High School
STU1287,Priya Singh,Female,9,Science,59.7,78.6,4.1,None,Bachelor's
STU1054,Dev Gupta,Male,12,Social Studies,83.5,78.4,2.5,None,Master's
STU1137,Zara Kapoor,Male,11,Mathematics,93.4,87.0,4.1,Regular,High School
STU1225,Saanvi Verma,Male,9,Science,96.0,100.0,3.0,Regular,High School
STU1249,Tanvi Kapoor,Female,9,Computer Science,68.8,78.5,2.9,Occasional,High School
STU1175,Riya Kumar,Female,12,English,96.9,87.0,6.3,None,High School
STU1210,Aarav Chopra,Female,10,Social Studies,79.7,96.1,4.1,Occasional,Bachelor's
STU1270,Vivaan Joshi,Male,12,Computer Science,97.8,98.1,6.5,None,Bachelor's
STU1089,Rohan Mehta,Female,9,Social Studies,89.3,100.0,1.2,None,Bachelor's
STU1082,Rohan Singh,Female,10,Science,71.1,85.5,1.9,None,High School
STU1091,Yash Desai,Male,10,Social Studies,85.4,76.2,4.1,Occasional,High School
STU1075,Aarohi Kumar,Male,12,Science,87.8,100.0,0.8,Occasional,High School
STU1265,Aadhya Patel,Male,10,Science,100.0,93.0,6.1,None,Master's
STU1133,Kiara Singh,Female,9,English,100.0,100.0,5.0,None,Bachelor's
STU1248,Priya Mehta,Female,12,Computer Science,50.5,76.5,1.0,None,Bachelor's
STU1029,Aarav Nair,Female,10,Computer Science,67.0,83.3,1.8,Occasional,Bachelor's
STU1186,Vivaan Kumar,Male,11,Social Studies,100.0,82.8,4.2,None,High School
STU1240,Rohan Kumar,Female,12,English,93.9,87.0,5.1,Regular,Master's
STU1146,Vihaan Reddy,Female,9,Social Studies,70.4,73.8,1.9,Occasional,PhD
STU1043,Kiara Joshi,Female,10,Social Studies,64.8,78.2,3.9,Regular,High School
STU1047,Kiara Sharma,Male,9,Computer Science,75.9,95.7,2.0,None,Master's
STU1216,Priya Iyer,Female,9,Social Studies,87.6,97.7,2.1,Occasional,Bachelor's
STU1173,Diya Desai,Male,10,English,56.3,82.3,1.7,None,High School
STU1145,Aryan Mehta,Female,11,Mathematics,79.8,80.8,3.9,None,High School
STU1038,Aarohi Rao,Female,9,English,80.6,85.4,3.8,Occasional,High School
STU1158,Vihaan Gupta,Male,12,English,89.8,91.8,2.6,Regular,Bachelor's
STU1038,Aarohi Rao,Female,9,Science,89.8,85.4,3.8,Occasional,High School
STU1249,Tanvi Kapoor,Female,9,English,70.4,78.5,2.9,OCCASIONAL  ,High School
STU1192,Ira Joshi,Female,11,Computer Science,83.8,80.7,0.8,Occasional,High School
STU1197,Rohan Verma,Male,11,Mathematics,76.5,87.5,2.3,None,High School
STU1128,Neha Iyer,Male,10,Computer Science,78.3,73.6,1.8,Regular,High School
STU1071,Ishaan Singh,Male,11,Computer Science,83.4,91.5,3.8,Regular,High School
STU1192,Ira Joshi,Female,11,Social Studies,83.9,80.7,0.8,Occasional,High School
STU1297,Simran Gupta,Female,9,Social Studies,86.3,99.3,5.0,Occasional,High School
STU1003,Rohan Iyer,Female,9,Science,70.5,93.9,0.0,Regular,PhD
STU1066,Vivaan Gupta,Male,11,Social Studies,97.8,86.6,3.0,None,High School
STU1242,Kabir Singh,Male,10,Science,95.6,93.6,3.0,Occasional,Bachelor's
STU1116,Aarohi Desai,Female,12,English,81.8,83.6,3.1,Regular,High School
STU1285,Tanvi Gupta,Female,9,Science,58.5,78.0,3.7,None,High School
STU1214,Simran Patel,Female,12,Computer Science,100.0,100.0,5.1,Occasional,Bachelor's
STU1167,Aadhya Iyer,Male,12,Computer Science,100.0,76.7,6.7,Occasional,High School
STU1125,Vihaan Kapoor,Male,9,English,71.5,90.8,4.9,None,Bachelor's
STU1279,Simran Rao,Male,11,Science,73.3,74.7,4.5,Occasional,Bachelor's
STU1064,Arjun Reddy,Female,10,Social Studies,83.5,93.8,4.0,Occasional,PhD
STU1164,Aarav Iyer,Male,10,Computer Science,73.6,76.6,6.3,None,High School
STU1245,Aarohi Reddy,Female,11,Computer Science,72.9,78.0,2.7,None,Bachelor's
STU1126,Sai Desai,Female,12,Science,80.7,100.0,6.9,None,Bachelor's
STU1247,Anika Iyer,Male,9,Science,70.9,73.4,1.7,None,Master's
STU1289,Myra Reddy,Male,9,English,78.4,75.0,5.9,None,Bachelor's
STU1155,Sai Sharma,Male,12,Social Studies,71.6,71.6,5.6,Regular,High School
STU1208,Dev Chopra,Male,11,Science,88.7,96.0,5.3,Occasional,High School
STU1187,Kabir Chopra,Female,11,Computer Science,73.7,77.9,2.4,None,Master's
STU1171,Ishaan Chopra,Female,9,Mathematics,80.4,92.5,3.2,Regular,Master's
STU1087,Kiara Sharma,Male,10,English,76.1,78.4,6.0,Regular,Master's
STU1023,Vihaan Rao,Male,10,Computer Science,89.3,94.8,5.0,Regular,Bachelor's
STU1212,Neha Reddy,Female,9,Science,88.0,77.5,5.5,Occasional,Bachelor's
STU1233,Simran Mehta,Male,11,Computer Science,78.6,91.2,5.7,Regular,Master's
STU1158,Vihaan Gupta,Male,12,Mathematics,86.5,91.8,2.6,Regular,Bachelor's
STU1068,Aditya Chopra,Female,12,Science,53.5,75.8,1.7,None,High School
